state,Date,State,Region,Division,Daily_Death,Daily_Case,People_Fully_Vaccinated,Above_Poverty_Level_Population,No_Health_Insurance_Population,population,Median_Income,65_Years_or_More_Population,25_Years_or_More_Population,Population_Density,Bachelors_Degree_or_Higher_Population,Fully_reopen,Mask_Mandate,Vaccination_or_test,Ratio of people per hospital employee,Ratio of people per hospital,gdp_2020,employed_population,tests_combined_total
AL,2021-08-02,Alabama,South,East South Central,61,3280,1687444,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,4986630
AL,2021-08-03,Alabama,South,East South Central,46,3422,1693504,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,5002775
AL,2021-08-04,Alabama,South,East South Central,58,3805,1696031,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,5019476
AL,2021-08-05,Alabama,South,East South Central,59,3613,1697144,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,5035664
AL,2021-08-06,Alabama,South,East South Central,78,3896,1703519,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,5051217
AL,2021-08-07,Alabama,South,East South Central,4,310,1707895,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,5063059
AL,2021-08-08,Alabama,South,East South Central,86,4535,1708026,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,5069970
AL,2021-08-09,Alabama,South,East South Central,91,3812,1711014,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,5081696
AL,2021-08-10,Alabama,South,East South Central,93,3914,1715676,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,5097461
AL,2021-08-11,Alabama,South,East South Central,77,4185,1716368,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,5114260
AL,2021-08-12,Alabama,South,East South Central,78,3940,1720455,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,5125489
AL,2021-08-13,Alabama,South,East South Central,54,3606,1725039,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,5134594
AL,2021-08-14,Alabama,South,East South Central,51,3264,1726776,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,5146078
AL,2021-08-15,Alabama,South,East South Central,41,2365,1734722,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,5153445
AL,2021-08-16,Alabama,South,East South Central,74,4029,1743610,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,5166816
AL,2021-08-17,Alabama,South,East South Central,81,4619,1748529,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,5185401
AL,2021-08-18,Alabama,South,East South Central,62,3805,1752243,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,5205157
AL,2021-08-19,Alabama,South,East South Central,51,4460,1759489,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,5221018
AL,2021-08-20,Alabama,South,East South Central,77,5471,1770725,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,5239011
AL,2021-08-21,Alabama,South,East South Central,53,3255,1777585,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,5253213
AL,2021-08-22,Alabama,South,East South Central,43,2544,1781590,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,5262089
AL,2021-08-23,Alabama,South,East South Central,54,3493,1793712,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,5272231
AL,2021-08-24,Alabama,South,East South Central,63,3676,1802279,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,5282261
AL,2021-08-25,Alabama,South,East South Central,46,4073,1803904,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,5304432
AL,2021-08-26,Alabama,South,East South Central,66,4981,1813256,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,5328082
AL,2021-08-27,Alabama,South,East South Central,87,6152,1838347,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,5350031
AL,2021-08-28,Alabama,South,East South Central,45,3333,1850031,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,5365541
AL,2021-08-29,Alabama,South,East South Central,46,3093,1860445,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,5375889
AL,2021-08-30,Alabama,South,East South Central,87,5180,1868344,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,5389901
AL,2021-08-31,Alabama,South,East South Central,61,4813,1880276,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2141006,5409255
AL,2021-09-01,Alabama,South,East South Central,86,5222,1882050,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5431702
AL,2021-09-02,Alabama,South,East South Central,84,5199,1891063,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5449263
AL,2021-09-03,Alabama,South,East South Central,66,4479,1900876,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5467210
AL,2021-09-04,Alabama,South,East South Central,39,2866,1915710,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5479829
AL,2021-09-05,Alabama,South,East South Central,47,2495,1915710,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5488292
AL,2021-09-06,Alabama,South,East South Central,55,2580,1915710,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5494465
AL,2021-09-07,Alabama,South,East South Central,59,4841,1930090,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5506551
AL,2021-09-08,Alabama,South,East South Central,62,4441,1938065,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5524546
AL,2021-09-09,Alabama,South,East South Central,73,5037,1940044,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5545199
AL,2021-09-10,Alabama,South,East South Central,66,4426,1956859,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5561594
AL,2021-09-11,Alabama,South,East South Central,28,1868,1959493,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5574020
AL,2021-09-12,Alabama,South,East South Central,49,2529,1971041,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5581472
AL,2021-09-13,Alabama,South,East South Central,57,3920,1979070,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5593055
AL,2021-09-14,Alabama,South,East South Central,59,3677,1980807,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5608086
AL,2021-09-15,Alabama,South,East South Central,63,3945,1988025,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5624050
AL,2021-09-16,Alabama,South,East South Central,78,3085,1997364,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5638203
AL,2021-09-17,Alabama,South,East South Central,49,3384,2010919,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5651186
AL,2021-09-18,Alabama,South,East South Central,20,1984,2013023,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5659092
AL,2021-09-19,Alabama,South,East South Central,17,1839,2023759,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5662825
AL,2021-09-20,Alabama,South,East South Central,67,3268,2030149,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5662826
AL,2021-09-21,Alabama,South,East South Central,74,3050,2038644,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5662826
AL,2021-09-22,Alabama,South,East South Central,57,3297,2043972,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5662826
AL,2021-09-23,Alabama,South,East South Central,52,2596,2045238,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5662826
AL,2021-09-24,Alabama,South,East South Central,45,2953,2049383,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5720514
AL,2021-09-25,Alabama,South,East South Central,12,1559,2060935,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5720514
AL,2021-09-26,Alabama,South,East South Central,23,1450,2069026,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5720514
AL,2021-09-27,Alabama,South,East South Central,47,2021,2073717,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5720514
AL,2021-09-28,Alabama,South,East South Central,22,2132,2081567,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5735584
AL,2021-09-29,Alabama,South,East South Central,36,1709,2083182,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5744017
AL,2021-09-30,Alabama,South,East South Central,37,1902,2089852,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5749413
AL,2021-10-01,Alabama,South,East South Central,13,1436,2090806,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5758681
AL,2021-10-02,Alabama,South,East South Central,11,887,2094920,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5769925
AL,2021-10-03,Alabama,South,East South Central,9,710,2103203,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5782816
AL,2021-10-04,Alabama,South,East South Central,30,1547,2109349,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5799643
AL,2021-10-05,Alabama,South,East South Central,28,1322,2111925,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5812655
AL,2021-10-06,Alabama,South,East South Central,25,1309,2115732,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5821791
AL,2021-10-07,Alabama,South,East South Central,9,1104,2118943,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5828138
AL,2021-10-08,Alabama,South,East South Central,19,1014,2126766,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5837899
AL,2021-10-09,Alabama,South,East South Central,11,645,2128926,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5849471
AL,2021-10-10,Alabama,South,East South Central,10,462,2128926,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5862707
AL,2021-10-11,Alabama,South,East South Central,18,899,2128926,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5875771
AL,2021-10-12,Alabama,South,East South Central,28,1119,2139547,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5887715
AL,2021-10-13,Alabama,South,East South Central,25,1161,2139547,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5894715
AL,2021-10-14,Alabama,South,East South Central,16,1147,2139547,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5899150
AL,2021-10-15,Alabama,South,East South Central,18,909,2139547,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5908290
AL,2021-10-16,Alabama,South,East South Central,4,524,2139547,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5918858
AL,2021-10-17,Alabama,South,East South Central,5,340,2139547,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5929861
AL,2021-10-18,Alabama,South,East South Central,8,1048,2157856,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5939522
AL,2021-10-19,Alabama,South,East South Central,16,734,2159523,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5950044
AL,2021-10-20,Alabama,South,East South Central,6,1070,2162284,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5957647
AL,2021-10-21,Alabama,South,East South Central,11,1621,2165154,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5961814
AL,2021-10-22,Alabama,South,East South Central,7,991,2170323,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5970065
AL,2021-10-23,Alabama,South,East South Central,1,403,2174923,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5978039
AL,2021-10-24,Alabama,South,East South Central,3,297,2176540,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5988432
AL,2021-10-25,Alabama,South,East South Central,7,1000,2177980,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,5999468
AL,2021-10-26,Alabama,South,East South Central,6,7358,2179242,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,6010166
AL,2021-10-27,Alabama,South,East South Central,13,2121,2183682,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,6016634
AL,2021-10-28,Alabama,South,East South Central,11,624,2187378,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,6021558
AL,2021-10-29,Alabama,South,East South Central,10,566,2190701,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,6029147
AL,2021-10-30,Alabama,South,East South Central,0,357,2194074,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,6036696
AL,2021-10-31,Alabama,South,East South Central,2,231,2195532,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,6051084
AL,2021-11-01,Alabama,South,East South Central,8,940,2197549,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,6059741
AL,2021-11-02,Alabama,South,East South Central,8,627,2198533,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,6070131
AL,2021-11-03,Alabama,South,East South Central,9,1186,2202285,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,6076775
AL,2021-11-04,Alabama,South,East South Central,8,766,2204677,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,6080752
AL,2021-11-05,Alabama,South,East South Central,10,610,2207077,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,6088570
AL,2021-11-06,Alabama,South,East South Central,1,265,2208029,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,6097187
AL,2021-11-07,Alabama,South,East South Central,1,220,2211121,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,6107945
AL,2021-11-08,Alabama,South,East South Central,8,1087,2213458,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,6118503
AL,2021-11-09,Alabama,South,East South Central,5,235,2214496,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,6130664
AL,2021-11-10,Alabama,South,East South Central,4,1244,2218371,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,6136914
AL,2021-11-11,Alabama,South,East South Central,1,537,2218371,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,6141623
AL,2021-11-12,Alabama,South,East South Central,4,726,2219557,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,6149027
AL,2021-11-13,Alabama,South,East South Central,0,255,2221462,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,6156891
AL,2021-11-14,Alabama,South,East South Central,0,227,2228585,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,6174242
AL,2021-11-15,Alabama,South,East South Central,2,652,2230181,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,6184715
AL,2021-11-16,Alabama,South,East South Central,0,642,2231219,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,6196336
AL,2021-11-17,Alabama,South,East South Central,1,622,2233411,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,6202255
AL,2021-11-18,Alabama,South,East South Central,0,774,2237829,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,6207233
AL,2021-11-19,Alabama,South,East South Central,2,626,2238958,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,6213941
AL,2021-11-20,Alabama,South,East South Central,0,263,2243092,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,6222859
AL,2021-11-21,Alabama,South,East South Central,0,219,2244148,3958299,457826,4903185,26231,804881,3320877,37.31,845772,1,0,0,50,20689,899481,2151009,6233109
